,Station_id, Avg June Temp,Date
130,USC00519397,78.0,2014-06-15
131,USC00519397,78.0,2014-06-16
132,USC00519397,77.0,2014-06-17
133,USC00519397,78.0,2014-06-18
134,USC00519397,78.0,2014-06-19
135,USC00519397,73.0,2014-06-20
136,USC00519397,75.0,2014-06-21
137,USC00519397,75.0,2014-06-22
138,USC00519397,76.0,2014-06-23
139,USC00519397,84.0,2014-06-24
140,USC00519397,79.0,2014-06-25
141,USC00519397,76.0,2014-06-26
142,USC00519397,79.0,2014-06-27
143,USC00519397,79.0,2014-06-28
144,USC00519397,77.0,2014-06-29
145,USC00519397,79.0,2014-06-30
146,USC00519397,78.0,2015-06-01
147,USC00519397,78.0,2015-06-02
148,USC00519397,79.0,2015-06-03
149,USC00519397,77.0,2015-06-04
150,USC00519397,79.0,2015-06-05
151,USC00519397,78.0,2015-06-06
152,USC00519397,78.0,2015-06-07
153,USC00519397,78.0,2015-06-08
154,USC00519397,79.0,2015-06-09
155,USC00519397,77.0,2015-06-10
156,USC00519397,78.0,2015-06-11
157,USC00519397,78.0,2015-06-12
158,USC00519397,78.0,2015-06-13
159,USC00519397,78.0,2015-06-14
160,USC00519397,79.0,2015-06-15
161,USC00519397,79.0,2015-06-16
162,USC00519397,77.0,2015-06-17
163,USC00519397,78.0,2015-06-18
164,USC00519397,78.0,2015-06-19
165,USC00519397,78.0,2015-06-20
166,USC00519397,79.0,2015-06-21
167,USC00519397,79.0,2015-06-22
168,USC00519397,77.0,2015-06-23
169,USC00519397,79.0,2015-06-24
170,USC00519397,79.0,2015-06-25
171,USC00519397,79.0,2015-06-26
172,USC00519397,81.0,2015-06-27
173,USC00519397,76.0,2015-06-28
174,USC00519397,80.0,2015-06-29
175,USC00519397,78.0,2015-06-30
176,USC00519397,76.0,2016-06-01
177,USC00519397,71.0,2016-06-02
178,USC00519397,71.0,2016-06-03
179,USC00519397,74.0,2016-06-04
180,USC00519397,76.0,2016-06-05
181,USC00519397,78.0,2016-06-06
182,USC00519397,77.0,2016-06-07
183,USC00519397,77.0,2016-06-08
184,USC00519397,73.0,2016-06-09
185,USC00519397,77.0,2016-06-10
186,USC00519397,78.0,2016-06-11
187,USC00519397,78.0,2016-06-12
188,USC00519397,80.0,2016-06-13
189,USC00519397,79.0,2016-06-14
190,USC00519397,78.0,2016-06-15
191,USC00519397,77.0,2016-06-16
192,USC00519397,76.0,2016-06-17
193,USC00519397,77.0,2016-06-18
194,USC00519397,77.0,2016-06-19
195,USC00519397,78.0,2016-06-20
196,USC00519397,80.0,2016-06-21
197,USC00519397,79.0,2016-06-22
198,USC00519397,79.0,2016-06-23
199,USC00519397,77.0,2016-06-24
200,USC00519397,78.0,2016-06-25
201,USC00519397,79.0,2016-06-26
202,USC00519397,80.0,2016-06-27
203,USC00519397,76.0,2016-06-28
204,USC00519397,79.0,2016-06-29
205,USC00519397,80.0,2016-06-30
206,USC00519397,79.0,2017-06-01
207,USC00519397,79.0,2017-06-02
208,USC00519397,79.0,2017-06-03
209,USC00519397,79.0,2017-06-04
210,USC00519397,80.0,2017-06-05
211,USC00519397,79.0,2017-06-06
212,USC00519397,79.0,2017-06-07
213,USC00519397,80.0,2017-06-08
214,USC00519397,80.0,2017-06-09
215,USC00519397,77.0,2017-06-10
216,USC00519397,79.0,2017-06-11
217,USC00519397,83.0,2017-06-12
218,USC00519397,80.0,2017-06-13
219,USC00519397,80.0,2017-06-14
220,USC00519397,78.0,2017-06-15
221,USC00519397,79.0,2017-06-16
222,USC00519397,80.0,2017-06-17
223,USC00519397,77.0,2017-06-18
224,USC00519397,80.0,2017-06-19
225,USC00519397,78.0,2017-06-20
226,USC00519397,79.0,2017-06-21
227,USC00519397,80.0,2017-06-22
228,USC00519397,78.0,2017-06-23
229,USC00519397,80.0,2017-06-24
230,USC00519397,80.0,2017-06-25
231,USC00519397,81.0,2017-06-26
232,USC00519397,80.0,2017-06-27
233,USC00519397,79.0,2017-06-28
234,USC00519397,79.0,2017-06-29
235,USC00519397,75.0,2017-06-30
236,USC00519397,74.0,2010-06-01
237,USC00519397,76.0,2010-06-02
238,USC00519397,75.0,2010-06-03
239,USC00519397,75.0,2010-06-04
240,USC00519397,74.0,2010-06-05
241,USC00519397,75.0,2010-06-06
242,USC00519397,75.0,2010-06-07
243,USC00519397,75.0,2010-06-08
244,USC00519397,75.0,2010-06-09
245,USC00519397,75.0,2010-06-10
246,USC00519397,83.0,2010-06-11
247,USC00519397,75.0,2010-06-12
248,USC00519397,76.0,2010-06-13
249,USC00519397,73.0,2010-06-14
250,USC00519397,74.0,2010-06-15
251,USC00519397,74.0,2010-06-16
252,USC00519397,75.0,2010-06-17
253,USC00519397,70.0,2010-06-18
254,USC00519397,74.0,2010-06-19
255,USC00519397,75.0,2010-06-20
256,USC00519397,75.0,2010-06-21
257,USC00519397,75.0,2010-06-22
258,USC00519397,75.0,2010-06-23
259,USC00519397,75.0,2010-06-24
260,USC00519397,74.0,2010-06-25
261,USC00519397,72.0,2010-06-26
262,USC00519397,76.0,2010-06-27
263,USC00519397,73.0,2010-06-28
264,USC00519397,75.0,2010-06-29
265,USC00519397,76.0,2010-06-30
266,USC00519397,74.0,2011-06-01
267,USC00519397,75.0,2011-06-02
268,USC00519397,71.0,2011-06-03
269,USC00519397,69.0,2011-06-04
270,USC00519397,69.0,2011-06-05
271,USC00519397,74.0,2011-06-06
272,USC00519397,71.0,2011-06-07
273,USC00519397,74.0,2011-06-08
274,USC00519397,74.0,2011-06-09
275,USC00519397,75.0,2011-06-10
276,USC00519397,73.0,2011-06-11
277,USC00519397,73.0,2011-06-12
278,USC00519397,73.0,2011-06-13
279,USC00519397,75.0,2011-06-14
280,USC00519397,75.0,2011-06-15
281,USC00519397,74.0,2011-06-16
282,USC00519397,74.0,2011-06-17
283,USC00519397,75.0,2011-06-18
284,USC00519397,74.0,2011-06-19
285,USC00519397,73.0,2011-06-20
286,USC00519397,72.0,2011-06-21
287,USC00519397,74.0,2011-06-22
288,USC00519397,72.0,2011-06-23
289,USC00519397,75.0,2011-06-24
290,USC00519397,76.0,2011-06-25
291,USC00519397,74.0,2011-06-26
292,USC00519397,74.0,2011-06-27
293,USC00519397,74.0,2011-06-28
294,USC00519397,74.0,2011-06-29
295,USC00519397,74.0,2011-06-30
296,USC00519397,71.0,2012-06-01
297,USC00519397,71.0,2012-06-02
298,USC00519397,75.0,2012-06-03
299,USC00519397,72.0,2012-06-04
300,USC00519397,72.0,2012-06-05
301,USC00519397,73.0,2012-06-06
302,USC00519397,73.0,2012-06-07
303,USC00519397,73.0,2012-06-08
304,USC00519397,74.0,2012-06-09
305,USC00519397,73.0,2012-06-10
306,USC00519397,72.0,2012-06-11
307,USC00519397,72.0,2012-06-12
308,USC00519397,70.0,2012-06-13
309,USC00519397,72.0,2012-06-14
310,USC00519397,72.0,2012-06-15
311,USC00519397,72.0,2012-06-16
312,USC00519397,74.0,2012-06-17
313,USC00519397,73.0,2012-06-18
314,USC00519397,73.0,2012-06-19
315,USC00519397,70.0,2012-06-20
316,USC00519397,73.0,2012-06-21
317,USC00519397,72.0,2012-06-22
318,USC00519397,73.0,2012-06-23
319,USC00519397,69.0,2012-06-24
320,USC00519397,72.0,2012-06-25
321,USC00519397,71.0,2012-06-26
322,USC00519397,71.0,2012-06-27
323,USC00519397,73.0,2012-06-28
324,USC00519397,73.0,2012-06-29
325,USC00519397,72.0,2012-06-30
326,USC00519397,75.0,2013-06-01
327,USC00519397,75.0,2013-06-02
328,USC00519397,75.0,2013-06-03
329,USC00519397,75.0,2013-06-04
330,USC00519397,74.0,2013-06-05
331,USC00519397,74.0,2013-06-06
332,USC00519397,74.0,2013-06-07
333,USC00519397,75.0,2013-06-08
334,USC00519397,75.0,2013-06-09
335,USC00519397,74.0,2013-06-10
336,USC00519397,75.0,2013-06-11
337,USC00519397,75.0,2013-06-12
338,USC00519397,74.0,2013-06-13
339,USC00519397,72.0,2013-06-14
340,USC00519397,74.0,2013-06-15
341,USC00519397,74.0,2013-06-16
342,USC00519397,74.0,2013-06-17
343,USC00519397,74.0,2013-06-18
344,USC00519397,74.0,2013-06-19
345,USC00519397,72.0,2013-06-20
346,USC00519397,70.0,2013-06-21
347,USC00519397,75.0,2013-06-22
348,USC00519397,74.0,2013-06-23
349,USC00519397,71.0,2013-06-24
350,USC00519397,71.0,2013-06-25
351,USC00519397,70.0,2013-06-26
352,USC00519397,73.0,2013-06-27
353,USC00519397,71.0,2013-06-28
354,USC00519397,71.0,2013-06-29
355,USC00519397,77.0,2013-06-30
356,USC00519397,77.0,2014-06-01
357,USC00519397,74.0,2014-06-02
358,USC00519397,73.0,2014-06-03
359,USC00519397,75.0,2014-06-04
360,USC00519397,75.0,2014-06-05
361,USC00519397,74.0,2014-06-06
362,USC00519397,74.0,2014-06-07
363,USC00519397,75.0,2014-06-08
364,USC00519397,75.0,2014-06-09
365,USC00519397,72.0,2014-06-10
366,USC00519397,74.0,2014-06-11
367,USC00519397,76.0,2014-06-12
368,USC00519397,76.0,2014-06-13
369,USC00519397,75.0,2014-06-14
370,USC00519397,75.0,2014-06-15
371,USC00519397,74.0,2014-06-16
372,USC00519397,72.0,2014-06-17
373,USC00519397,74.0,2014-06-18
374,USC00519397,75.0,2014-06-19
375,USC00519397,70.0,2014-06-20
376,USC00519397,71.0,2014-06-21
377,USC00519397,72.0,2014-06-22
378,USC00519397,71.0,2014-06-23
379,USC00519397,73.0,2014-06-24
380,USC00519397,74.0,2014-06-25
381,USC00519397,72.0,2014-06-26
382,USC00519397,74.0,2014-06-27
383,USC00519397,76.0,2014-06-28
384,USC00519397,72.0,2014-06-29
385,USC00519397,75.0,2014-06-30
386,USC00519397,75.0,2015-06-03
387,USC00519397,72.0,2015-06-04
388,USC00519397,70.0,2015-06-05
389,USC00519397,76.0,2015-06-06
390,USC00519397,78.0,2015-06-07
391,USC00519397,72.0,2015-06-08
392,USC00519397,74.0,2015-06-09
393,USC00519397,74.0,2015-06-10
394,USC00519397,72.0,2015-06-11
395,USC00519397,71.0,2015-06-12
396,USC00519397,79.0,2015-06-13
397,USC00519397,79.0,2015-06-14
398,USC00519397,76.0,2015-06-15
399,USC00519397,75.0,2015-06-16
400,USC00519397,72.0,2015-06-17
401,USC00519397,74.0,2015-06-18
402,USC00519397,76.0,2015-06-19
403,USC00519397,76.0,2015-06-20
404,USC00519397,77.0,2015-06-21
405,USC00519397,75.0,2015-06-22
406,USC00519397,76.0,2015-06-23
407,USC00519397,75.0,2015-06-24
408,USC00519397,75.0,2015-06-25
409,USC00519397,76.0,2015-06-26
410,USC00519397,76.0,2015-06-27
411,USC00519397,74.0,2015-06-29
412,USC00519397,70.0,2016-06-01
413,USC00519397,69.0,2016-06-02
414,USC00519397,70.0,2016-06-03
415,USC00519397,68.0,2016-06-04
416,USC00519397,70.0,2016-06-05
417,USC00519397,74.0,2016-06-06
418,USC00519397,75.0,2016-06-07
419,USC00519397,74.0,2016-06-08
420,USC00519397,71.0,2016-06-09
421,USC00519397,73.0,2016-06-10
422,USC00519397,75.0,2016-06-11
423,USC00519397,74.0,2016-06-12
424,USC00519397,76.0,2016-06-13
425,USC00519397,76.0,2016-06-14
426,USC00519397,76.0,2016-06-15
427,USC00519397,76.0,2016-06-16
428,USC00519397,75.0,2016-06-17
429,USC00519397,75.0,2016-06-18
430,USC00519397,75.0,2016-06-19
431,USC00519397,74.0,2016-06-20
432,USC00519397,73.0,2016-06-21
433,USC00519397,76.0,2016-06-22
434,USC00519397,74.0,2016-06-23
435,USC00519397,78.0,2016-06-24
436,USC00519397,71.0,2016-06-25
437,USC00519397,75.0,2016-06-26
438,USC00519397,75.0,2016-06-27
439,USC00519397,74.0,2016-06-28
440,USC00519397,77.0,2016-06-29
441,USC00519397,77.0,2016-06-30
442,USC00519397,76.0,2017-06-01
443,USC00519397,76.0,2017-06-02
444,USC00519397,76.0,2017-06-03
445,USC00519397,78.0,2017-06-04
446,USC00519397,76.0,2017-06-05
447,USC00519397,75.0,2017-06-06
448,USC00519397,75.0,2017-06-07
449,USC00519397,76.0,2017-06-08
450,USC00519397,78.0,2017-06-09
451,USC00519397,75.0,2017-06-10
452,USC00519397,73.0,2017-06-11
453,USC00519397,76.0,2017-06-12
454,USC00519397,76.0,2017-06-13
455,USC00519397,76.0,2017-06-14
456,USC00519397,77.0,2017-06-15
457,USC00519397,76.0,2017-06-16
458,USC00519397,77.0,2017-06-17
459,USC00519397,72.0,2017-06-18
460,USC00519397,77.0,2017-06-19
461,USC00519397,75.0,2017-06-20
462,USC00519397,82.0,2017-06-21
463,USC00519397,77.0,2017-06-22
464,USC00519397,76.0,2017-06-23
465,USC00519397,74.0,2017-06-24
466,USC00519397,73.0,2017-06-25
467,USC00519397,77.0,2017-06-26
468,USC00519397,77.0,2017-06-27
469,USC00519397,77.0,2017-06-28
470,USC00519397,76.0,2017-06-29
471,USC00519397,74.0,2017-06-30
472,USC00519397,73.0,2010-06-01
473,USC00519397,72.0,2010-06-02
474,USC00519397,74.0,2010-06-03
475,USC00519397,73.0,2010-06-04
476,USC00519397,72.0,2010-06-05
477,USC00519397,75.0,2010-06-06
478,USC00519397,74.0,2010-06-07
479,USC00519397,75.0,2010-06-08
480,USC00519397,73.0,2010-06-09
481,USC00519397,75.0,2010-06-10
482,USC00519397,76.0,2010-06-11
483,USC00519397,74.0,2010-06-12
484,USC00519397,74.0,2010-06-13
485,USC00519397,73.0,2010-06-14
486,USC00519397,73.0,2010-06-15
487,USC00519397,76.0,2010-06-16
488,USC00519397,75.0,2010-06-17
489,USC00519397,70.0,2010-06-18
490,USC00519397,75.0,2010-06-19
491,USC00519397,73.0,2010-06-20
492,USC00519397,74.0,2010-06-21
493,USC00519397,74.0,2010-06-22
494,USC00519397,74.0,2010-06-23
495,USC00519397,74.0,2010-06-24
496,USC00519397,70.0,2010-06-25
497,USC00519397,75.0,2010-06-27
498,USC00519397,74.0,2010-06-28
499,USC00519397,73.0,2010-06-29
500,USC00519397,74.0,2010-06-30
501,USC00519397,72.0,2011-06-01
502,USC00519397,73.0,2011-06-02
503,USC00519397,67.0,2011-06-03
504,USC00519397,69.0,2011-06-04
505,USC00519397,76.0,2011-06-05
506,USC00519397,73.0,2011-06-06
507,USC00519397,70.0,2011-06-07
508,USC00519397,72.0,2011-06-08
509,USC00519397,74.0,2011-06-09
510,USC00519397,72.0,2011-06-10
511,USC00519397,72.0,2011-06-13
512,USC00519397,75.0,2011-06-14
513,USC00519397,73.0,2011-06-15
514,USC00519397,73.0,2011-06-16
515,USC00519397,72.0,2011-06-17
516,USC00519397,74.0,2011-06-18
517,USC00519397,76.0,2011-06-19
518,USC00519397,72.0,2011-06-21
519,USC00519397,74.0,2011-06-22
520,USC00519397,70.0,2011-06-23
521,USC00519397,74.0,2011-06-24
522,USC00519397,74.0,2011-06-25
523,USC00519397,74.0,2011-06-27
524,USC00519397,71.0,2011-06-28
525,USC00519397,75.0,2012-06-21
526,USC00519397,75.0,2012-06-22
527,USC00519397,76.0,2012-06-24
528,USC00519397,77.0,2012-06-25
529,USC00519397,75.0,2012-06-26
530,USC00519397,74.0,2012-06-27
531,USC00519397,75.0,2012-06-28
532,USC00519397,76.0,2012-06-29
533,USC00519397,78.0,2012-06-30
534,USC00519397,78.0,2013-06-03
535,USC00519397,76.0,2013-06-04
536,USC00519397,78.0,2013-06-05
537,USC00519397,76.0,2013-06-06
538,USC00519397,76.0,2013-06-07
539,USC00519397,78.0,2013-06-08
540,USC00519397,79.0,2013-06-09
541,USC00519397,77.0,2013-06-10
542,USC00519397,76.0,2013-06-11
543,USC00519397,77.0,2013-06-12
544,USC00519397,77.0,2013-06-13
545,USC00519397,76.0,2013-06-14
546,USC00519397,78.0,2013-06-16
547,USC00519397,76.0,2013-06-17
548,USC00519397,76.0,2013-06-18
549,USC00519397,77.0,2013-06-19
550,USC00519397,71.0,2013-06-20
551,USC00519397,74.0,2013-06-25
552,USC00519397,72.0,2013-06-26
553,USC00519397,77.0,2013-06-27
554,USC00519397,77.0,2014-06-01
555,USC00519397,78.0,2014-06-02
556,USC00519397,77.0,2014-06-03
557,USC00519397,77.0,2014-06-04
558,USC00519397,76.0,2014-06-05
559,USC00519397,75.0,2014-06-06
560,USC00519397,79.0,2014-06-07
561,USC00519397,75.0,2014-06-09
562,USC00519397,73.0,2014-06-10
563,USC00519397,76.0,2014-06-11
564,USC00519397,78.0,2014-06-12
565,USC00519397,77.0,2014-06-13
566,USC00519397,78.0,2014-06-14
567,USC00519397,76.0,2014-06-16
568,USC00519397,75.0,2014-06-17
569,USC00519397,76.0,2014-06-18
570,USC00519397,77.0,2014-06-19
571,USC00519397,74.0,2014-06-20
572,USC00519397,78.0,2014-06-21
573,USC00519397,77.0,2014-06-23
574,USC00519397,77.0,2014-06-24
575,USC00519397,74.0,2014-06-25
576,USC00519397,74.0,2014-06-26
577,USC00519397,78.0,2014-06-27
578,USC00519397,79.0,2014-06-29
579,USC00519397,79.0,2014-06-30
580,USC00519397,78.0,2015-06-01
581,USC00519397,75.0,2015-06-03
582,USC00519397,76.0,2015-06-04
583,USC00519397,78.0,2015-06-05
584,USC00519397,78.0,2015-06-06
585,USC00519397,74.0,2015-06-08
586,USC00519397,78.0,2015-06-09
587,USC00519397,77.0,2015-06-10
588,USC00519397,76.0,2015-06-11
589,USC00519397,78.0,2015-06-12
590,USC00519397,78.0,2015-06-14
591,USC00519397,78.0,2015-06-15
592,USC00519397,78.0,2015-06-16
593,USC00519397,74.0,2015-06-17
594,USC00519397,79.0,2015-06-18
595,USC00519397,77.0,2015-06-19
596,USC00519397,73.0,2015-06-20
597,USC00519397,79.0,2015-06-21
598,USC00519397,79.0,2015-06-22
599,USC00519397,78.0,2015-06-23
600,USC00519397,77.0,2015-06-24
601,USC00519397,78.0,2015-06-25
602,USC00519397,78.0,2015-06-26
603,USC00519397,80.0,2015-06-27
604,USC00519397,80.0,2015-06-28
605,USC00519397,79.0,2015-06-29
606,USC00519397,74.0,2015-06-30
607,USC00519397,71.0,2016-06-01
608,USC00519397,74.0,2016-06-02
609,USC00519397,75.0,2016-06-03
610,USC00519397,75.0,2016-06-07
611,USC00519397,74.0,2016-06-08
612,USC00519397,76.0,2016-06-09
613,USC00519397,75.0,2016-06-10
614,USC00519397,77.0,2016-06-11
615,USC00519397,77.0,2016-06-12
616,USC00519397,79.0,2016-06-13
617,USC00519397,79.0,2016-06-14
618,USC00519397,78.0,2016-06-15
619,USC00519397,79.0,2016-06-16
620,USC00519397,73.0,2016-06-17
621,USC00519397,78.0,2016-06-18
622,USC00519397,79.0,2016-06-19
623,USC00519397,80.0,2016-06-20
624,USC00519397,76.0,2016-06-21
625,USC00519397,79.0,2016-06-22
626,USC00519397,79.0,2016-06-23
627,USC00519397,77.0,2016-06-24
628,USC00519397,80.0,2016-06-25
629,USC00519397,79.0,2016-06-26
630,USC00519397,78.0,2016-06-27
631,USC00519397,78.0,2016-06-28
632,USC00519397,79.0,2016-06-29
633,USC00519397,78.0,2016-06-30
634,USC00519397,81.0,2017-06-01
635,USC00519397,78.0,2017-06-02
636,USC00519397,80.0,2017-06-03
637,USC00519397,79.0,2017-06-04
638,USC00519397,81.0,2017-06-05
639,USC00519397,80.0,2017-06-06
640,USC00519397,81.0,2017-06-07
641,USC00519397,79.0,2017-06-08
642,USC00519397,81.0,2017-06-09
643,USC00519397,78.0,2017-06-10
644,USC00519397,79.0,2017-06-11
645,USC00519397,79.0,2017-06-12
646,USC00519397,75.0,2017-06-13
647,USC00519397,79.0,2017-06-14
648,USC00519397,78.0,2017-06-15
649,USC00519397,80.0,2017-06-16
650,USC00519397,78.0,2017-06-17
651,USC00519397,77.0,2017-06-18
652,USC00519397,78.0,2017-06-19
653,USC00519397,79.0,2017-06-20
654,USC00519397,76.0,2017-06-23
655,USC00519397,80.0,2017-06-26
656,USC00519397,76.0,2017-06-29
657,USC00519397,81.0,2017-06-30
658,USC00519397,77.0,2010-06-01
659,USC00519397,76.0,2010-06-02
660,USC00519397,77.0,2010-06-03
661,USC00519397,75.0,2010-06-04
662,USC00519397,76.0,2010-06-07
663,USC00519397,79.0,2010-06-08
664,USC00519397,79.0,2010-06-09
665,USC00519397,77.0,2010-06-10
666,USC00519397,76.0,2010-06-15
667,USC00519397,77.0,2010-06-16
668,USC00519397,76.0,2010-06-17
669,USC00519397,73.0,2010-06-18
670,USC00519397,76.0,2010-06-21
671,USC00519397,77.0,2010-06-22
672,USC00519397,77.0,2010-06-23
673,USC00519397,78.0,2010-06-24
674,USC00519397,77.0,2010-06-25
675,USC00519397,76.0,2010-06-28
676,USC00519397,78.0,2010-06-29
677,USC00519397,78.0,2010-06-30
678,USC00519397,75.0,2011-06-01
679,USC00519397,77.0,2011-06-02
680,USC00519397,65.0,2011-06-03
681,USC00519397,76.0,2011-06-06
682,USC00519397,74.0,2011-06-07
683,USC00519397,76.0,2011-06-08
684,USC00519397,76.0,2011-06-09
685,USC00519397,77.0,2011-06-13
686,USC00519397,77.0,2011-06-14
687,USC00519397,76.0,2011-06-15
688,USC00519397,77.0,2011-06-16
689,USC00519397,76.0,2011-06-17
690,USC00519397,77.0,2011-06-20
691,USC00519397,74.0,2011-06-21
692,USC00519397,76.0,2011-06-22
693,USC00519397,73.0,2011-06-23
694,USC00519397,75.0,2011-06-24
695,USC00519397,76.0,2011-06-27
696,USC00519397,75.0,2011-06-28
697,USC00519397,76.0,2011-06-29
698,USC00519397,75.0,2011-06-30
699,USC00519397,74.0,2012-06-01
700,USC00519397,74.0,2012-06-04
701,USC00519397,74.0,2012-06-05
702,USC00519397,74.0,2012-06-06
703,USC00519397,76.0,2012-06-07
704,USC00519397,76.0,2012-06-08
705,USC00519397,77.0,2012-06-12
706,USC00519397,77.0,2012-06-13
707,USC00519397,78.0,2012-06-14
708,USC00519397,73.0,2012-06-15
709,USC00519397,75.0,2012-06-18
710,USC00519397,72.0,2012-06-19
711,USC00519397,76.0,2012-06-20
712,USC00519397,76.0,2012-06-21
713,USC00519397,73.0,2012-06-22
714,USC00519397,74.0,2012-06-25
715,USC00519397,72.0,2012-06-26
716,USC00519397,76.0,2012-06-27
717,USC00519397,76.0,2012-06-28
718,USC00519397,76.0,2012-06-29
719,USC00519397,78.0,2013-06-03
720,USC00519397,78.0,2013-06-04
721,USC00519397,78.0,2013-06-05
722,USC00519397,78.0,2013-06-06
723,USC00519397,75.0,2013-06-07
724,USC00519397,77.0,2013-06-10
725,USC00519397,73.0,2013-06-12
726,USC00519397,78.0,2013-06-13
727,USC00519397,75.0,2013-06-14
728,USC00519397,73.0,2013-06-17
729,USC00519397,77.0,2013-06-18
730,USC00519397,80.0,2013-06-19
731,USC00519397,70.0,2013-06-20
732,USC00519397,78.0,2013-06-21
733,USC00519397,72.0,2013-06-25
734,USC00519397,78.0,2013-06-26
